PATH	NAME	TYPE	NAMESPACE	COMMENT
/expediente	expediente	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice	indice	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido	IndiceContenido	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/FechaIndiceElectronico	FechaIndiceElectronico	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/DocumentoIndizado	DocumentoIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/DocumentoIndizado/IdentificadorDocumento	IdentificadorDocumento	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/DocumentoIndizado/ValorHuella	ValorHuella	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/DocumentoIndizado/FuncionResumen	FuncionResumen	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/DocumentoIndizado/FechaIncorporacionExpediente	FechaIncorporacionExpediente	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/DocumentoIndizado/OrdenDocumentoExpediente	OrdenDocumentoExpediente	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/ExpedienteIndizado	ExpedienteIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/ExpedienteIndizado/FechaIndiceElectronico	FechaIndiceElectronico	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/ExpedienteIndizado/DocumentoIndizado	DocumentoIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/ExpedienteIndizado/ExpedienteIndizado	ExpedienteIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/ExpedienteIndizado/CarpetaIndizada	CarpetaIndizada	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/CarpetaIndizada	CarpetaIndizada	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/CarpetaIndizada/IdentificadorCarpeta	IdentificadorCarpeta	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
