PATH	NAME	TYPE	NAMESPACE	COMMENT
/indice	indice	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido	IndiceContenido	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/FechaIndiceElectronico	FechaIndiceElectronico	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/DocumentoIndizado	DocumentoIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/DocumentoIndizado/IdentificadorDocumento	IdentificadorDocumento	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/DocumentoIndizado/ValorHuella	ValorHuella	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/DocumentoIndizado/FuncionResumen	FuncionResumen	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/DocumentoIndizado/FechaIncorporacionExpediente	FechaIncorporacionExpediente	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/DocumentoIndizado/OrdenDocumentoExpediente	OrdenDocumentoExpediente	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/ExpedienteIndizado	ExpedienteIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/ExpedienteIndizado/FechaIndiceElectronico	FechaIndiceElectronico	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/ExpedienteIndizado/DocumentoIndizado	DocumentoIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/ExpedienteIndizado/ExpedienteIndizado	ExpedienteIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/ExpedienteIndizado/CarpetaIndizada	CarpetaIndizada	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/CarpetaIndizada	CarpetaIndizada	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/CarpetaIndizada/IdentificadorCarpeta	IdentificadorCarpeta	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/CarpetaIndizada/DocumentoIndizado	DocumentoIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/CarpetaIndizada/ExpedienteIndizado	ExpedienteIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/IndiceContenido/CarpetaIndizada/CarpetaIndizada	CarpetaIndizada	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas	firmas	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma	firma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/TipoFirma	TipoFirma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	- TF01 - CSV. - TF02 - XAdES internally detached signature. - TF03 - XAdES enveloped signature. - TF04 - CAdES detached/explicit signature. - TF05 - CAdES attached/implicit signature. - TF06 - PAdES.
/indice/firmas/firma/ContenidoFirma	ContenidoFirma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/CSV	CSV	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/CSV/ValorCSV	ValorCSV	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/CSV/RegulacionGeneracionCSV	RegulacionGeneracionCSV	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/FirmaConCertificado	FirmaConCertificado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/FirmaConCertificado/FirmaBase64	FirmaBase64	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/FirmaConCertificado/Signature	Signature	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	
/indice/firmas/firma/ContenidoFirma/FirmaConCertificado/ReferenciaFirma	ReferenciaFirma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e/indice-e	Referencia interna al fichero que incluye la firma.
